Freq.	V(feedb)/V(inv)
1.16278655100336e+002	(1.15524475362377e+002dB,4.40836017936170e+000°)
1.16412602941050e+002	(1.15504793042196e+002dB,4.40344638752433e+000°)
1.16546705083721e+002	(1.15485109993212e+002dB,4.39853774384372e+000°)
1.16680961706097e+002	(1.15465426218683e+002dB,4.39363424203972e+000°)
1.16815372986133e+002	(1.15445741716552e+002dB,4.38873588048725e+000°)
1.16949939101988e+002	(1.15426056497111e+002dB,4.38384264891699e+000°)
1.17084660232025e+002	(1.15406370546472e+002dB,4.37895454529571e+000°)
1.17219536554814e+002	(1.15386683880138e+002dB,4.37407156848413e+000°)
1.17354568249130e+002	(1.15366996495396e+002dB,4.36919371246976e+000°)
1.17489755493954e+002	(1.15347308389860e+002dB,4.36432097357850e+000°)
1.17625098468473e+002	(1.15327619568256e+002dB,4.35945334616138e+000°)
1.17760597352082e+002	(1.15307930030903e+002dB,4.35459082839557e+000°)
1.17896252324380e+002	(1.15288239781930e+002dB,4.34973341210922e+000°)
1.18032063565174e+002	(1.15268548822578e+002dB,4.34488109819704e+000°)
1.18168031254479e+002	(1.15248857150339e+002dB,4.34003387681228e+000°)
1.18304155572518e+002	(1.15229164773883e+002dB,4.33519174885433e+000°)
1.18440436699718e+002	(1.15209471690405e+002dB,4.33035470721556e+000°)
1.18576874816717e+002	(1.15189777897124e+002dB,4.32552274847540e+000°)
1.18713470104361e+002	(1.15170083406567e+002dB,4.32069587154608e+000°)
1.18850222743703e+002	(1.15150388204242e+002dB,4.31587406331846e+000°)
1.18987132916005e+002	(1.15130692305069e+002dB,4.31105732816396e+000°)
1.19124200802739e+002	(1.15110995705806e+002dB,4.30624565994466e+000°)
1.19261426585583e+002	(1.15091298413746e+002dB,4.30143905207113e+000°)
1.19398810446429e+002	(1.15071600421457e+002dB,4.29663750431760e+000°)
1.19536352567373e+002	(1.15051901737110e+002dB,4.29184100665453e+000°)
1.19674053130726e+002	(1.15032202359602e+002dB,4.28704956321963e+000°)
1.19811912319005e+002	(1.15012502284705e+002dB,4.28226316050704e+000°)
1.19949930314939e+002	(1.14992801522937e+002dB,4.27748180089049e+000°)
1.20088107301468e+002	(1.14973100075157e+002dB,4.27270547454953e+000°)
1.20226443461743e+002	(1.14953397936547e+002dB,4.26793418321048e+000°)
1.20364938979123e+002	(1.14933695112729e+002dB,4.26316791886368e+000°)
1.20503594037181e+002	(1.14913991604606e+002dB,4.25840667861218e+000°)
1.20642408819701e+002	(1.14894287414300e+002dB,4.25365045957170e+000°)
1.20781383510679e+002	(1.14874582533257e+002dB,4.24889925206067e+000°)
1.20920518294322e+002	(1.14854876983771e+002dB,4.24415306077463e+000°)
1.21059813355050e+002	(1.14835170752596e+002dB,4.23941187028262e+000°)
1.21199268877494e+002	(1.14815463849074e+002dB,4.23467569007502e+000°)
1.21338885046499e+002	(1.14795756266790e+002dB,4.22994450470632e+000°)
1.21478662047124e+002	(1.14776048004772e+002dB,4.22521831414721e+000°)
1.21618600064638e+002	(1.14756339077191e+002dB,4.22049711357845e+000°)
1.21758699284527e+002	(1.14736629474180e+002dB,4.21578089924275e+000°)
1.21898959892488e+002	(1.14716919208233e+002dB,4.21106966728974e+000°)
1.22039382074433e+002	(1.14697208260138e+002dB,4.20636340736507e+000°)
1.22179966016489e+002	(1.14677496657519e+002dB,4.20166212838564e+000°)
1.22320711904995e+002	(1.14657784383420e+002dB,4.19696581433512e+000°)
1.22461619926506e+002	(1.14638071448529e+002dB,4.19227446849566e+000°)
1.22602690267794e+002	(1.14618357850722e+002dB,4.18758808078908e+000°)
1.22743923115842e+002	(1.14598643589717e+002dB,4.18290664804359e+000°)
1.22885318657852e+002	(1.14578928674728e+002dB,4.17823017220447e+000°)
1.23026877081240e+002	(1.14559213091169e+002dB,4.17355863797699e+000°)
1.23168598573637e+002	(1.14539496861007e+002dB,4.16889205188517e+000°)
1.23310483322892e+002	(1.14519779972940e+002dB,4.16423040627251e+000°)
1.23452531517070e+002	(1.14500062421924e+002dB,4.15957369522595e+000°)
1.23594743344452e+002	(1.14480344232333e+002dB,4.15492191273641e+000°)
1.23737118993537e+002	(1.14460625385284e+002dB,4.15027506086833e+000°)
1.23879658653038e+002	(1.14440905883001e+002dB,4.14563312833770e+000°)
1.24022362511890e+002	(1.14421185741118e+002dB,4.14099611621085e+000°)
1.24165230759243e+002	(1.14401464948052e+002dB,4.13636401665290e+000°)
1.24308263584464e+002	(1.14381743509695e+002dB,4.13173682765035e+000°)
1.24451461177140e+002	(1.14362021427802e+002dB,4.12711454797545e+000°)
1.24594823727076e+002	(1.14342298701573e+002dB,4.12249716632260e+000°)
1.24738351424296e+002	(1.14322575336363e+002dB,4.11788468285049e+000°)
1.24882044459041e+002	(1.14302851326205e+002dB,4.11327709066758e+000°)
1.25025903021774e+002	(1.14283126682652e+002dB,4.10867439114732e+000°)
1.25169927303174e+002	(1.14263401400046e+002dB,4.10407657439472e+000°)
1.25314117494143e+002	(1.14243675479815e+002dB,4.09948363809295e+000°)
1.25458473785801e+002	(1.14223948929805e+002dB,4.09489557851355e+000°)
1.25602996369489e+002	(1.14204221742610e+002dB,4.09031239039950e+000°)
1.25747685436768e+002	(1.14184493921021e+002dB,4.08573407213608e+000°)
1.25892541179418e+002	(1.14164765475073e+002dB,4.08116061562848e+000°)
1.26037563789444e+002	(1.14145036401102e+002dB,4.07659201964568e+000°)
1.26182753459069e+002	(1.14125306695352e+002dB,4.07202827818156e+000°)
1.26328110380737e+002	(1.14105576363145e+002dB,4.06746939015822e+000°)
1.26473634747117e+002	(1.14085845408621e+002dB,4.06291534569669e+000°)
1.26619326751096e+002	(1.14066113826477e+002dB,4.05836614560879e+000°)
1.26765186585786e+002	(1.14046381629035e+002dB,4.05382178462231e+000°)
1.26911214444521e+002	(1.14026648803036e+002dB,4.04928225586510e+000°)
1.27057410520856e+002	(1.14006915362898e+002dB,4.04474755915160e+000°)
1.27203775008571e+002	(1.13987181297311e+002dB,4.04021768617348e+000°)
1.27350308101668e+002	(1.13967446619954e+002dB,4.03569263357583e+000°)
1.27497009994373e+002	(1.13947711330574e+002dB,4.03117240499252e+000°)
1.27643880881136e+002	(1.13927975421412e+002dB,4.02665698413666e+000°)
1.27790920956630e+002	(1.13908238896880e+002dB,4.02214637212375e+000°)
1.27938130415754e+002	(1.13888501765362e+002dB,4.01764056729090e+000°)
1.28085509453630e+002	(1.13868764025743e+002dB,4.01313956246907e+000°)
1.28233058265604e+002	(1.13849025670628e+002dB,4.00864335306467e+000°)
1.28380777047249e+002	(1.13829286710711e+002dB,4.00415193517492e+000°)
1.28528665994363e+002	(1.13809547148786e+002dB,3.99966530573686e+000°)
1.28676725302969e+002	(1.13789806975739e+002dB,3.99518346126873e+000°)
1.28824955169315e+002	(1.13770066204698e+002dB,3.99070639714794e+000°)
1.28973355789877e+002	(1.13750324826340e+002dB,3.98623410787950e+000°)
1.29121927361355e+002	(1.13730582846754e+002dB,3.98176658741625e+000°)
1.29270670080678e+002	(1.13710840272611e+002dB,3.97730383557791e+000°)
1.29419584145000e+002	(1.13691097093056e+002dB,3.97284584651005e+000°)
1.29568669751704e+002	(1.13671353316467e+002dB,3.96839261377930e+000°)
1.29717927098397e+002	(1.13651608951817e+002dB,3.96394414069297e+000°)
1.29867356382918e+002	(1.13631863987892e+002dB,3.95950041474961e+000°)
1.30016957803331e+002	(1.13612118425812e+002dB,3.95506143355928e+000°)
1.30166731557928e+002	(1.13592372277077e+002dB,3.95062719452945e+000°)
1.30316677845232e+002	(1.13572625535137e+002dB,3.94619769445011e+000°)
1.30466796863991e+002	(1.13552878208448e+002dB,3.94177292666931e+000°)
1.30617088813186e+002	(1.13533130290488e+002dB,3.93735288806900e+000°)
1.30767553892024e+002	(1.13513381780585e+002dB,3.93293757333894e+000°)
1.30918192299943e+002	(1.13493632690506e+002dB,3.92852698440426e+000°)
1.31069004236610e+002	(1.13473883016242e+002dB,3.92412110645035e+000°)
1.31219989901922e+002	(1.13454132754945e+002dB,3.91971994284989e+000°)
1.31371149496008e+002	(1.13434381914572e+002dB,3.91532348773731e+000°)
1.31522483219226e+002	(1.13414630494033e+002dB,3.91093173780593e+000°)
1.31673991272164e+002	(1.13394878491317e+002dB,3.90654468673331e+000°)
1.31825673855643e+002	(1.13375125913967e+002dB,3.90216232987651e+000°)
1.31977531170714e+002	(1.13355372751894e+002dB,3.89778466522642e+000°)
1.32129563418659e+002	(1.13335619025844e+002dB,3.89341169017379e+000°)
1.32281770800995e+002	(1.13315864716146e+002dB,3.88904339404068e+000°)
1.32434153519468e+002	(1.13296109834989e+002dB,3.88467978046714e+000°)
1.32586711776058e+002	(1.13276354382868e+002dB,3.88032083797544e+000°)
1.32739445772976e+002	(1.13256598362318e+002dB,3.87596657246815e+000°)
1.32892355712668e+002	(1.13236841767685e+002dB,3.87161696706344e+000°)
1.33045441797811e+002	(1.13217084604431e+002dB,3.86727202567204e+000°)
1.33198704231318e+002	(1.13197326876576e+002dB,3.86293174258292e+000°)
1.33352143216334e+002	(1.13177568583798e+002dB,3.85859611314087e+000°)
1.33505758956239e+002	(1.13157809722398e+002dB,3.85426513311364e+000°)
1.33659551654646e+002	(1.13138050303790e+002dB,3.84993880063328e+000°)
1.33813521515404e+002	(1.13118290316762e+002dB,3.84561710716593e+000°)
1.33967668742596e+002	(1.13098529769165e+002dB,3.84130005037979e+000°)
1.34121993540539e+002	(1.13078768665085e+002dB,3.83698762795348e+000°)
1.34276496113788e+002	(1.13059007002899e+002dB,3.83267983487972e+000°)
1.34431176667133e+002	(1.13039244779310e+002dB,3.82837666452817e+000°)
1.34586035405597e+002	(1.13019482004000e+002dB,3.82407811478312e+000°)
1.34741072534443e+002	(1.12999718666403e+002dB,3.81978418278023e+000°)
1.34896288259167e+002	(1.12979954780316e+002dB,3.81549486206053e+000°)
1.35051682785506e+002	(1.12960190343527e+002dB,3.81121014951444e+000°)
1.35207256319430e+002	(1.12940425354615e+002dB,3.80693004132926e+000°)
1.35363009067148e+002	(1.12920659811510e+002dB,3.80265453294279e+000°)
1.35518941235106e+002	(1.12900893722974e+002dB,3.79838361832710e+000°)
1.35675053029988e+002	(1.12881127086013e+002dB,3.79411729411723e+000°)
1.35831344658718e+002	(1.12861359898549e+002dB,3.78985555894904e+000°)
1.35987816328454e+002	(1.12841592169316e+002dB,3.78559840823172e+000°)
1.36144468246597e+002	(1.12821823895380e+002dB,3.78134583282567e+000°)
1.36301300620785e+002	(1.12802055071173e+002dB,3.77709783264143e+000°)
1.36458313658895e+002	(1.12782285714728e+002dB,3.77285440482773e+000°)
1.36615507569043e+002	(1.12762515814657e+002dB,3.76861554506530e+000°)
1.36772882559587e+002	(1.12742745374035e+002dB,3.76438124340541e+000°)
1.36930438839123e+002	(1.12722974393684e+002dB,3.76015150203181e+000°)
1.37088176616488e+002	(1.12703202875838e+002dB,3.75592631344427e+000°)
1.37246096100758e+002	(1.12683430825310e+002dB,3.75170567469498e+000°)
1.37404197501254e+002	(1.12663658236215e+002dB,3.74748958184527e+000°)
1.37562481027533e+002	(1.12643885114595e+002dB,3.74327803253747e+000°)
1.37720946889397e+002	(1.12624111459536e+002dB,3.73907101812385e+000°)
1.37879595296888e+002	(1.12604337272565e+002dB,3.73486853495045e+000°)
1.38038426460291e+002	(1.12584562553698e+002dB,3.73067058197093e+000°)
1.38197440590132e+002	(1.12564787308547e+002dB,3.72647715576871e+000°)
1.38356637897180e+002	(1.12545011534039e+002dB,3.72228824864894e+000°)
1.38516018592449e+002	(1.12525235233776e+002dB,3.71810386049342e+000°)
1.38675582887191e+002	(1.12505458404956e+002dB,3.71392398313227e+000°)
1.38835330992907e+002	(1.12485681051772e+002dB,3.70974861315020e+000°)
1.38995263121338e+002	(1.12465903175660e+002dB,3.70557774762329e+000°)
1.39155379484470e+002	(1.12446124778133e+002dB,3.70141138665136e+000°)
1.39315680294533e+002	(1.12426345856836e+002dB,3.69724951539846e+000°)
1.39476165764002e+002	(1.12406566415488e+002dB,3.69309213676405e+000°)
1.39636836105596e+002	(1.12386786456204e+002dB,3.68893924769800e+000°)
1.39797691532280e+002	(1.12367005979453e+002dB,3.68479084061334e+000°)
1.39958732257264e+002	(1.12347224982426e+002dB,3.68064691241760e+000°)
1.40119958494003e+002	(1.12327443470738e+002dB,3.67650746091219e+000°)
1.40281370456198e+002	(1.12307661445246e+002dB,3.67237248176669e+000°)
1.40442968357797e+002	(1.12287878909113e+002dB,3.66824196709457e+000°)
1.40604752412994e+002	(1.12268095854766e+002dB,3.66411591536535e+000°)
1.40766722836229e+002	(1.12248312294105e+002dB,3.65999432293737e+000°)
1.40928879842190e+002	(1.12228528217523e+002dB,3.65587718625660e+000°)
1.41091223645812e+002	(1.12208743631656e+002dB,3.65176449925539e+000°)
1.41253754462278e+002	(1.12188958543528e+002dB,3.64765625978046e+000°)
1.41416472507018e+002	(1.12169172942057e+002dB,3.64355246057041e+000°)
1.41579377995711e+002	(1.12149386839118e+002dB,3.63945310099019e+000°)
1.41742471144283e+002	(1.12129600227235e+002dB,3.63535817403053e+000°)
1.41905752168912e+002	(1.12109813112787e+002dB,3.63126767800657e+000°)
1.42069221286021e+002	(1.12090025500698e+002dB,3.62718160642094e+000°)
1.42232878712285e+002	(1.12070237381684e+002dB,3.62309995941885e+000°)
1.42396724664627e+002	(1.12050448764941e+002dB,3.61902272909910e+000°)
1.42560759360221e+002	(1.12030659643214e+002dB,3.61494991027945e+000°)
1.42724983016492e+002	(1.12010870031614e+002dB,3.61088150326741e+000°)
1.42889395851113e+002	(1.11991079913982e+002dB,3.60681749939006e+000°)
1.43053998082009e+002	(1.11971289302517e+002dB,3.60275789897081e+000°)
1.43218789927357e+002	(1.11951498199138e+002dB,3.59870269382694e+000°)
1.43383771605584e+002	(1.11931706598616e+002dB,3.59465188287827e+000°)
1.43548943335368e+002	(1.11911914501293e+002dB,3.59060546040002e+000°)
1.43714305335642e+002	(1.11892121919915e+002dB,3.58656342106663e+000°)
1.43879857825587e+002	(1.11872328844894e+002dB,3.58252576721621e+000°)
1.44045601024640e+002	(1.11852535278123e+002dB,3.57849248424481e+000°)
1.44211535152490e+002	(1.11832741221439e+002dB,3.57446357788151e+000°)
1.44377660429076e+002	(1.11812946677830e+002dB,3.57043903900612e+000°)
1.44543977074595e+002	(1.11793151647377e+002dB,3.56641886296348e+000°)
1.44710485309496e+002	(1.11773356130127e+002dB,3.56240304855788e+000°)
1.44877185354479e+002	(1.11753560129156e+002dB,3.55839158977481e+000°)
1.45044077430502e+002	(1.11733763644943e+002dB,3.55438448412659e+000°)
1.45211161758777e+002	(1.11713966677490e+002dB,3.55038172599616e+000°)
1.45378438560769e+002	(1.11694169227940e+002dB,3.54638331175217e+000°)
1.45545908058199e+002	(1.11674371301303e+002dB,3.54238923776897e+000°)
1.45713570473045e+002	(1.11654572889046e+002dB,3.53839949811523e+000°)
1.45881426027538e+002	(1.11634773999650e+002dB,3.53441409201876e+000°)
1.46049474944166e+002	(1.11614974636079e+002dB,3.53043301268812e+000°)
1.46217717445675e+002	(1.11595174793877e+002dB,3.52645625847404e+000°)
1.46386153755065e+002	(1.11575374475091e+002dB,3.52248382263055e+000°)
1.46554784095594e+002	(1.11555573679267e+002dB,3.51851570229691e+000°)
1.46723608690778e+002	(1.11535772415285e+002dB,3.51455189198869e+000°)
1.46892627764390e+002	(1.11515970677289e+002dB,3.51059239010339e+000°)
1.47061841540459e+002	(1.11496168466078e+002dB,3.50663719069516e+000°)
1.47231250243275e+002	(1.11476365784553e+002dB,3.50268629213118e+000°)
1.47400854097384e+002	(1.11456562633532e+002dB,3.49873968839818e+000°)
1.47570653327592e+002	(1.11436759017310e+002dB,3.49479737643732e+000°)
1.47740648158964e+002	(1.11416954931152e+002dB,3.49085934880931e+000°)
1.47910838816824e+002	(1.11397150376844e+002dB,3.48692560736754e+000°)
1.48081225526754e+002	(1.11377345358690e+002dB,3.48299614232008e+000°)
1.48251808514598e+002	(1.11357539876709e+002dB,3.47907095397345e+000°)
1.48422588006460e+002	(1.11337733933049e+002dB,3.47515003772923e+000°)
1.48593564228704e+002	(1.11317927521324e+002dB,3.47123338618254e+000°)
1.48764737407953e+002	(1.11298120652447e+002dB,3.46732099885522e+000°)
1.48936107771095e+002	(1.11278313318986e+002dB,3.46341287060957e+000°)
1.49107675545275e+002	(1.11258505531343e+002dB,3.45950899589252e+000°)
1.49279440957903e+002	(1.11238697279491e+002dB,3.45560937219058e+000°)
1.49451404236649e+002	(1.11218888571433e+002dB,3.45171399345502e+000°)
1.49623565609446e+002	(1.11199079408942e+002dB,3.44782286024480e+000°)
1.49795925304491e+002	(1.11179269790154e+002dB,3.44393596203579e+000°)
1.49968483550241e+002	(1.11159459714978e+002dB,3.44005330023085e+000°)
1.50141240575417e+002	(1.11139649187061e+002dB,3.43617486988534e+000°)
1.50314196609005e+002	(1.11119838206762e+002dB,3.43230066592672e+000°)
1.50487351880255e+002	(1.11100026773430e+002dB,3.42843068417530e+000°)
1.50660706618677e+002	(1.11080214889878e+002dB,3.42456491944185e+000°)
1.50834261054051e+002	(1.11060402556105e+002dB,3.42070337089768e+000°)
1.51008015416418e+002	(1.11040589774542e+002dB,3.41684603258765e+000°)
1.51181969936085e+002	(1.11020776542910e+002dB,3.41299289914359e+000°)
1.51356124843624e+002	(1.11000962867662e+002dB,3.40914397018740e+000°)
1.51530480369873e+002	(1.10981148743170e+002dB,3.40529923891520e+000°)
1.51705036745937e+002	(1.10961334172836e+002dB,3.40145870179075e+000°)
1.51879794203185e+002	(1.10941519159722e+002dB,3.39762235631820e+000°)
1.52054752973253e+002	(1.10921703702805e+002dB,3.39379019550066e+000°)
1.52229913288045e+002	(1.10901887802724e+002dB,3.38996221580453e+000°)
1.52405275379732e+002	(1.10882071464626e+002dB,3.38613841642352e+000°)
