Freq.	V(feedb)/V(inv)
1.05196187382323e+002	(1.18645768182906e+002dB,3.86883399860069e+000°)
1.05317368712972e+002	(1.18626224827329e+002dB,3.86455524119510e+000°)
1.05438689639126e+002	(1.18606680444629e+002dB,3.86028072010819e+000°)
1.05560150321593e+002	(1.18587135032671e+002dB,3.85601042387654e+000°)
1.05681750921366e+002	(1.18567588582948e+002dB,3.85174435239802e+000°)
1.05803491599623e+002	(1.18548041127743e+002dB,3.84748250673572e+000°)
1.05925372517729e+002	(1.18528492636239e+002dB,3.84322488584844e+000°)
1.06047393837234e+002	(1.18508943130339e+002dB,3.83897148463124e+000°)
1.06169555719873e+002	(1.18489392610187e+002dB,3.83472229452360e+000°)
1.06291858327569e+002	(1.18469841063339e+002dB,3.83047732117975e+000°)
1.06414301822432e+002	(1.18450288513919e+002dB,3.82623655969013e+000°)
1.06536886366757e+002	(1.18430734953284e+002dB,3.82200000448144e+000°)
1.06659612123026e+002	(1.18411180378856e+002dB,3.81776765183758e+000°)
1.06782479253910e+002	(1.18391624797546e+002dB,3.81353950495990e+000°)
1.06905487922266e+002	(1.18372068215930e+002dB,3.80931555526853e+000°)
1.07028638291139e+002	(1.18352510624938e+002dB,3.80509580424547e+000°)
1.07151930523761e+002	(1.18332952039581e+002dB,3.80088024605884e+000°)
1.07275364783553e+002	(1.18313392459193e+002dB,3.79666887923611e+000°)
1.07398941234125e+002	(1.18293831873433e+002dB,3.79246170071157e+000°)
1.07522660039273e+002	(1.18274270301513e+002dB,3.78825870688499e+000°)
1.07646521362984e+002	(1.18254707741739e+002dB,3.78405990140642e+000°)
1.07770525369433e+002	(1.18235144178889e+002dB,3.77986526945815e+000°)
1.07894672222983e+002	(1.18215579634529e+002dB,3.77567481415131e+000°)
1.08018962088190e+002	(1.18196014107948e+002dB,3.77148853639290e+000°)
1.08143395129794e+002	(1.18176447592377e+002dB,3.76730642561344e+000°)
1.08267971512730e+002	(1.18156880100398e+002dB,3.76312848802283e+000°)
1.08392691402121e+002	(1.18137311628380e+002dB,3.75895471815589e+000°)
1.08517554963279e+002	(1.18117742178128e+002dB,3.75478510649075e+000°)
1.08642562361707e+002	(1.18098171755509e+002dB,3.75061965561746e+000°)
1.08767713763100e+002	(1.18078600361122e+002dB,3.74645836684187e+000°)
1.08893009333344e+002	(1.18059027996089e+002dB,3.74230122707030e+000°)
1.09018449238513e+002	(1.18039454663336e+002dB,3.73814823883529e+000°)
1.09144033644876e+002	(1.18019880360979e+002dB,3.73399940434905e+000°)
1.09269762718892e+002	(1.18000305097144e+002dB,3.72985471406640e+000°)
1.09395636627210e+002	(1.17980728874815e+002dB,3.72571416575306e+000°)
1.09521655536674e+002	(1.17961151680280e+002dB,3.72157775618525e+000°)
1.09647819614319e+002	(1.17941573540969e+002dB,3.71744548651443e+000°)
1.09774129027372e+002	(1.17921994433801e+002dB,3.71331735195809e+000°)
1.09900583943253e+002	(1.17902414377220e+002dB,3.70919334462519e+000°)
1.10027184529574e+002	(1.17882833372604e+002dB,3.70507347118104e+000°)
1.10153930954142e+002	(1.17863251418973e+002dB,3.70095772348722e+000°)
1.10280823384956e+002	(1.17843668513981e+002dB,3.69684609870504e+000°)
1.10407861990208e+002	(1.17824084661225e+002dB,3.69273859488292e+000°)
1.10535046938285e+002	(1.17804499874259e+002dB,3.68863520891610e+000°)
1.10662378397767e+002	(1.17784914141991e+002dB,3.68453593315463e+000°)
1.10789856537430e+002	(1.17765327465417e+002dB,3.68044077521346e+000°)
1.10917481526241e+002	(1.17745739861056e+002dB,3.67634972029800e+000°)
1.11045253533365e+002	(1.17726151305435e+002dB,3.67226277379761e+000°)
1.11173172728160e+002	(1.17706561834117e+002dB,3.66817993372001e+000°)
1.11301239280180e+002	(1.17686971416106e+002dB,3.66410118689163e+000°)
1.11429453359174e+002	(1.17667380078045e+002dB,3.66002654082733e+000°)
1.11557815135086e+002	(1.17647787807689e+002dB,3.65595599241200e+000°)
1.11686324778057e+002	(1.17628194615848e+002dB,3.65188953228807e+000°)
1.11814982458423e+002	(1.17608600496667e+002dB,3.64782716174257e+000°)
1.11943788346716e+002	(1.17589005467051e+002dB,3.64376887639785e+000°)
1.12072742613665e+002	(1.17569409510224e+002dB,3.63971467121826e+000°)
1.12201845430197e+002	(1.17549812624692e+002dB,3.63566454569241e+000°)
1.12331096967433e+002	(1.17530214834256e+002dB,3.63161850064684e+000°)
1.12460497396693e+002	(1.17510616136990e+002dB,3.62757652794570e+000°)
1.12590046889495e+002	(1.17491016515910e+002dB,3.62353862550741e+000°)
1.12719745617552e+002	(1.17471415995035e+002dB,3.61950479414939e+000°)
1.12849593752777e+002	(1.17451814564825e+002dB,3.61547502770293e+000°)
1.12979591467281e+002	(1.17432212229822e+002dB,3.61144932145584e+000°)
1.13109738933371e+002	(1.17412608984636e+002dB,3.60742767852219e+000°)
1.13240036323557e+002	(1.17393004839543e+002dB,3.60341009120518e+000°)
1.13370483810542e+002	(1.17373399796802e+002dB,3.59939655282306e+000°)
1.13501081567232e+002	(1.17353793866102e+002dB,3.59538707046991e+000°)
1.13631829766732e+002	(1.17334187026596e+002dB,3.59138163516242e+000°)
1.13762728582344e+002	(1.17314579292765e+002dB,3.58738024043682e+000°)
1.13893778187572e+002	(1.17294970676857e+002dB,3.58338289069862e+000°)
1.14024978756118e+002	(1.17275361165315e+002dB,3.57938958138229e+000°)
1.14156330461885e+002	(1.17255750761578e+002dB,3.57540030964424e+000°)
1.14287833478978e+002	(1.17236139478495e+002dB,3.57141506783535e+000°)
1.14419487981699e+002	(1.17216527310820e+002dB,3.56743385453050e+000°)
1.14551294144554e+002	(1.17196914260034e+002dB,3.56345666971913e+000°)
1.14683252142249e+002	(1.17177300327230e+002dB,3.55948350893561e+000°)
1.14815362149689e+002	(1.17157685513548e+002dB,3.55551436998427e+000°)
1.14947624341984e+002	(1.17138069826977e+002dB,3.55154925059562e+000°)
1.15080038894444e+002	(1.17118453266663e+002dB,3.54758814481048e+000°)
1.15212605982582e+002	(1.17098835834921e+002dB,3.54363105427620e+000°)
1.15345325782110e+002	(1.17079217526857e+002dB,3.53967797163889e+000°)
1.15478198468947e+002	(1.17059598352755e+002dB,3.53572889438802e+000°)
1.15611224219211e+002	(1.17039978314759e+002dB,3.53178382293761e+000°)
1.15744403209225e+002	(1.17020357403259e+002dB,3.52784274732155e+000°)
1.15877735615514e+002	(1.17000735628231e+002dB,3.52390567120711e+000°)
1.16011221614806e+002	(1.16981113001518e+002dB,3.51997259457360e+000°)
1.16144861384035e+002	(1.16961489513991e+002dB,3.51604350549995e+000°)
1.16278655100336e+002	(1.16941865162348e+002dB,3.51211840237568e+000°)
1.16412602941050e+002	(1.16922239963496e+002dB,3.50819729360435e+000°)
1.16546705083721e+002	(1.16902613903440e+002dB,3.50428015676339e+000°)
1.16680961706097e+002	(1.16882986988683e+002dB,3.50036700828920e+000°)
1.16815372986133e+002	(1.16863359231199e+002dB,3.49645783533761e+000°)
1.16949939101988e+002	(1.16843730618102e+002dB,3.49255263293427e+000°)
1.17084660232025e+002	(1.16824101163872e+002dB,3.48865140284932e+000°)
1.17219536554814e+002	(1.16804470860955e+002dB,3.48475414080174e+000°)
1.17354568249130e+002	(1.16784839721204e+002dB,3.48086084403082e+000°)
1.17489755493954e+002	(1.16765207729035e+002dB,3.47697150767554e+000°)
1.17625098468473e+002	(1.16745574904103e+002dB,3.47308613189202e+000°)
1.17760597352082e+002	(1.16725941250235e+002dB,3.46920471260675e+000°)
1.17896252324380e+002	(1.16706306750968e+002dB,3.46532724192671e+000°)
1.18032063565174e+002	(1.16686671421775e+002dB,3.46145372484427e+000°)
1.18168031254479e+002	(1.16667035253870e+002dB,3.45758415467957e+000°)
1.18304155572518e+002	(1.16647398263176e+002dB,3.45371852957480e+000°)
1.18440436699718e+002	(1.16627760439380e+002dB,3.44985684189138e+000°)
1.18576874816717e+002	(1.16608121796602e+002dB,3.44599909241546e+000°)
1.18713470104361e+002	(1.16588482323029e+002dB,3.44214527960959e+000°)
1.18850222743703e+002	(1.16568842027694e+002dB,3.43829539902220e+000°)
1.18987132916005e+002	(1.16549200909846e+002dB,3.43444944556139e+000°)
1.19124200802739e+002	(1.16529558968680e+002dB,3.43060741864870e+000°)
1.19261426585583e+002	(1.16509916209567e+002dB,3.42676931113579e+000°)
1.19398810446429e+002	(1.16490272644968e+002dB,3.42293512967907e+000°)
1.19536352567373e+002	(1.16470628254556e+002dB,3.41910486149167e+000°)
1.19674053130726e+002	(1.16450983058530e+002dB,3.41527850862554e+000°)
1.19811912319005e+002	(1.16431337053351e+002dB,3.41145606666974e+000°)
1.19949930314939e+002	(1.16411690231889e+002dB,3.40763753146565e+000°)
1.20088107301468e+002	(1.16392042609270e+002dB,3.40382289987026e+000°)
1.20226443461743e+002	(1.16372394178528e+002dB,3.40001217080800e+000°)
1.20364938979123e+002	(1.16352744943212e+002dB,3.39620534090367e+000°)
1.20503594037181e+002	(1.16333094909795e+002dB,3.39240240844989e+000°)
1.20642408819701e+002	(1.16313444077907e+002dB,3.38860336612692e+000°)
1.20781383510679e+002	(1.16293792445539e+002dB,3.38480821471569e+000°)
1.20920518294322e+002	(1.16274140011117e+002dB,3.38101695007911e+000°)
1.21059813355050e+002	(1.16254486778308e+002dB,3.37722956615858e+000°)
1.21199268877494e+002	(1.16234832763434e+002dB,3.37344606811970e+000°)
1.21338885046499e+002	(1.16215177952379e+002dB,3.36966644149420e+000°)
1.21478662047124e+002	(1.16195522353911e+002dB,3.36589069240739e+000°)
1.21618600064638e+002	(1.16175865965033e+002dB,3.36211881451562e+000°)
1.21758699284527e+002	(1.16156208792771e+002dB,3.35835080607529e+000°)
1.21898959892488e+002	(1.16136550829635e+002dB,3.35458665895792e+000°)
1.22039382074433e+002	(1.16116892093693e+002dB,3.35082638145842e+000°)
1.22179966016489e+002	(1.16097232570067e+002dB,3.34706995791904e+000°)
1.22320711904995e+002	(1.16077572261924e+002dB,3.34331738985821e+000°)
1.22461619926506e+002	(1.16057911181438e+002dB,3.33956867798103e+000°)
1.22602690267794e+002	(1.16038249326013e+002dB,3.33582381322487e+000°)
1.22743923115842e+002	(1.16018586698332e+002dB,3.33208279914276e+000°)
1.22885318657852e+002	(1.15998923290407e+002dB,3.32834562800258e+000°)
1.23026877081240e+002	(1.15979259118219e+002dB,3.32461229892903e+000°)
1.23168598573637e+002	(1.15959594171008e+002dB,3.32088280426638e+000°)
1.23310483322892e+002	(1.15939928458313e+002dB,3.31715714628997e+000°)
1.23452531517070e+002	(1.15920261978568e+002dB,3.31343532111120e+000°)
1.23594743344452e+002	(1.15900594728998e+002dB,3.30971732056063e+000°)
1.23737118993537e+002	(1.15880926723086e+002dB,3.30600315217757e+000°)
1.23879658653038e+002	(1.15861257958238e+002dB,3.30229280303923e+000°)
1.24022362511890e+002	(1.15841588430323e+002dB,3.29858627465752e+000°)
1.24165230759243e+002	(1.15821918148068e+002dB,3.29488356123372e+000°)
1.24308263584464e+002	(1.15802247103652e+002dB,3.29118466058108e+000°)
1.24451461177140e+002	(1.15782575310555e+002dB,3.28748957258149e+000°)
1.24594823727076e+002	(1.15762902759984e+002dB,3.28379829294206e+000°)
1.24738351424296e+002	(1.15743229459864e+002dB,3.28011081669522e+000°)
1.24882044459041e+002	(1.15723555413167e+002dB,3.27642713946290e+000°)
1.25025903021774e+002	(1.15703880614952e+002dB,3.27274726433421e+000°)
1.25169927303174e+002	(1.15684205067720e+002dB,3.26907118279113e+000°)
1.25314117494143e+002	(1.15664528779563e+002dB,3.26539889209366e+000°)
1.25458473785801e+002	(1.15644851744312e+002dB,3.26173039189283e+000°)
1.25602996369489e+002	(1.15625173975824e+002dB,3.25806567709181e+000°)
1.25747685436768e+002	(1.15605495462434e+002dB,3.25440474726610e+000°)
1.25892541179418e+002	(1.15585816206752e+002dB,3.25074759161411e+000°)
1.26037563789444e+002	(1.15566136217874e+002dB,3.24709421893461e+000°)
1.26182753459069e+002	(1.15546455495133e+002dB,3.24344461491697e+000°)
1.26328110380737e+002	(1.15526774038833e+002dB,3.23979878767198e+000°)
1.26473634747117e+002	(1.15507091848591e+002dB,3.23615672451736e+000°)
1.26619326751096e+002	(1.15487408927358e+002dB,3.23251842313704e+000°)
1.26765186585786e+002	(1.15467725284215e+002dB,3.22888388555678e+000°)
1.26911214444521e+002	(1.15448040903795e+002dB,3.22525310662308e+000°)
1.27057410520856e+002	(1.15428355801202e+002dB,3.22162608568968e+000°)
1.27203775008571e+002	(1.15408669977514e+002dB,3.21800281284317e+000°)
1.27350308101668e+002	(1.15388983430193e+002dB,3.21438329071866e+000°)
1.27497009994373e+002	(1.15369296160209e+002dB,3.21076751787367e+000°)
1.27643880881136e+002	(1.15349608174989e+002dB,3.20715548313815e+000°)
1.27790920956630e+002	(1.15329919466374e+002dB,3.20354719074764e+000°)
1.27938130415754e+002	(1.15310230050766e+002dB,3.19994263650414e+000°)
1.28085509453630e+002	(1.15290539906331e+002dB,3.19634181335730e+000°)
1.28233058265604e+002	(1.15270849063226e+002dB,3.19274472239385e+000°)
1.28380777047249e+002	(1.15251157496833e+002dB,3.18915135648731e+000°)
1.28528665994363e+002	(1.15231465223227e+002dB,3.18556171812428e+000°)
1.28676725302969e+002	(1.15211772242995e+002dB,3.18197580240307e+000°)
1.28824955169315e+002	(1.15192078558238e+002dB,3.17839359949555e+000°)
1.28973355789877e+002	(1.15172384165657e+002dB,3.17481511549950e+000°)
1.29121927361355e+002	(1.15152689075041e+002dB,3.17124034611958e+000°)
1.29270670080678e+002	(1.15132993273135e+002dB,3.16766928216531e+000°)
1.29419584145000e+002	(1.15113296773116e+002dB,3.16410192578459e+000°)
1.29568669751704e+002	(1.15093599569334e+002dB,3.16053827051208e+000°)
1.29717927098397e+002	(1.15073901675236e+002dB,3.15697831781904e+000°)
1.29867356382918e+002	(1.15054203087118e+002dB,3.15342206221567e+000°)
1.30016957803331e+002	(1.15034503798968e+002dB,3.14986949644336e+000°)
1.30166731557928e+002	(1.15014803813131e+002dB,3.14632062634641e+000°)
1.30316677845232e+002	(1.14995103141359e+002dB,3.14277544183556e+000°)
1.30466796863991e+002	(1.14975401781965e+002dB,3.13923394044192e+000°)
1.30617088813186e+002	(1.14955699728654e+002dB,3.13569612428316e+000°)
1.30767553892024e+002	(1.14935996987612e+002dB,3.13216198168001e+000°)
1.30918192299943e+002	(1.14916293561976e+002dB,3.12863151507149e+000°)
1.31069004236610e+002	(1.14896589462100e+002dB,3.12510472372120e+000°)
1.31219989901922e+002	(1.14876884667993e+002dB,3.12158159808975e+000°)
1.31371149496008e+002	(1.14857179193550e+002dB,3.11806214288805e+000°)
1.31522483219226e+002	(1.14837473034621e+002dB,3.11454634387947e+000°)
1.31673991272164e+002	(1.14817766210118e+002dB,3.11103421090281e+000°)
1.31825673855643e+002	(1.14798058699095e+002dB,3.10752573148797e+000°)
1.31977531170714e+002	(1.14778350514781e+002dB,3.10402090708625e+000°)
1.32129563418659e+002	(1.14758641657252e+002dB,3.10051973016374e+000°)
1.32281770800995e+002	(1.14738932129507e+002dB,3.09702220546902e+000°)
1.32434153519468e+002	(1.14719221929244e+002dB,3.09352832135971e+000°)
1.32586711776058e+002	(1.14699511057428e+002dB,3.09003808193072e+000°)
1.32739445772976e+002	(1.14679799522508e+002dB,3.08655147891278e+000°)
1.32892355712668e+002	(1.14660087312459e+002dB,3.08306850939964e+000°)
1.33045441797811e+002	(1.14640374443521e+002dB,3.07958917446198e+000°)
1.33198704231318e+002	(1.14620660913115e+002dB,3.07611346692901e+000°)
1.33352143216334e+002	(1.14600946716955e+002dB,3.07264138616340e+000°)
1.33505758956239e+002	(1.14581231857596e+002dB,3.06917292704634e+000°)
1.33659551654646e+002	(1.14561516339585e+002dB,3.06570808738872e+000°)
1.33813521515404e+002	(1.14541800165150e+002dB,3.06224686492043e+000°)
1.33967668742596e+002	(1.14522083334962e+002dB,3.05878925721199e+000°)
1.34121993540539e+002	(1.14502365845454e+002dB,3.05533525892998e+000°)
1.34276496113788e+002	(1.14482647702673e+002dB,3.05188486653798e+000°)
1.34431176667133e+002	(1.14462928913963e+002dB,3.04843808021302e+000°)
1.34586035405597e+002	(1.14443209468188e+002dB,3.04499489466033e+000°)
1.34741072534443e+002	(1.14423489375915e+002dB,3.04155530764792e+000°)
1.34896288259167e+002	(1.14403768635257e+002dB,3.03811931297842e+000°)
1.35051682785506e+002	(1.14384047247223e+002dB,3.03468691367368e+000°)
1.35207256319430e+002	(1.14364325214652e+002dB,3.03125810285505e+000°)
1.35363009067148e+002	(1.14344602538049e+002dB,3.02783287763776e+000°)
1.35518941235106e+002	(1.14324879218659e+002dB,3.02441123203692e+000°)
1.35675053029988e+002	(1.14305155257417e+002dB,3.02099316735773e+000°)
1.35831344658718e+002	(1.14285430658645e+002dB,3.01757868019110e+000°)
1.35987816328454e+002	(1.14265705420908e+002dB,3.01416776524741e+000°)
1.36144468246597e+002	(1.14245979548689e+002dB,3.01076042151116e+000°)
1.36301300620785e+002	(1.14226253036534e+002dB,3.00735664355962e+000°)
1.36458313658895e+002	(1.14206525890100e+002dB,3.00395643164956e+000°)
1.36615507569043e+002	(1.14186798107828e+002dB,3.00055977630626e+000°)
1.36772882559587e+002	(1.14167069699083e+002dB,2.99716668375186e+000°)
1.36930438839123e+002	(1.14147340661055e+002dB,2.99377714226117e+000°)
1.37088176616488e+002	(1.14127610990191e+002dB,2.99039115385584e+000°)
1.37246096100758e+002	(1.14107880697830e+002dB,2.98700871484403e+000°)
1.37404197501254e+002	(1.14088149775523e+002dB,2.98362982016642e+000°)
1.37562481027533e+002	(1.14068418230668e+002dB,2.98025447101073e+000°)
1.37720946889397e+002	(1.14048686063928e+002dB,2.97688265901177e+000°)
1.37879595296888e+002	(1.14028953271751e+002dB,2.97351438287584e+000°)
1.38038426460291e+002	(1.14009219856964e+002dB,2.97014963753614e+000°)
1.38197440590132e+002	(1.13989485830913e+002dB,2.96678842829269e+000°)
1.38356637897180e+002	(1.13969751178294e+002dB,2.96343074121587e+000°)
1.38516018592449e+002	(1.13950015916258e+002dB,2.96007657840270e+000°)
1.38675582887191e+002	(1.13930280032868e+002dB,2.95672593744485e+000°)
1.38835330992907e+002	(1.13910543536753e+002dB,2.95337881389497e+000°)
1.38995263121338e+002	(1.13890806428350e+002dB,2.95003520397762e+000°)
1.39155379484470e+002	(1.13871068715618e+002dB,2.94669510850204e+000°)
1.39315680294533e+002	(1.13851330384819e+002dB,2.94335851790025e+000°)
1.39476165764002e+002	(1.13831591446808e+002dB,2.94002543301151e+000°)
1.39636836105596e+002	(1.13811851903280e+002dB,2.93669585323740e+000°)
1.39797691532280e+002	(1.13792111749464e+002dB,2.93336977015605e+000°)
1.39958732257264e+002	(1.13772370997498e+002dB,2.93004718505269e+000°)
1.40119958494003e+002	(1.13752629641048e+002dB,2.92672809295740e+000°)
1.40281370456198e+002	(1.13732887682161e+002dB,2.92341248871640e+000°)
1.40442968357797e+002	(1.13713145119892e+002dB,2.92010037218255e+000°)
1.40604752412994e+002	(1.13693401964965e+002dB,2.91679173967231e+000°)
1.40766722836229e+002	(1.13673658204278e+002dB,2.91348658625880e+000°)
1.40928879842190e+002	(1.13653913849721e+002dB,2.91018491311157e+000°)
1.41091223645812e+002	(1.13634168899279e+002dB,2.90688671023935e+000°)
1.41253754462278e+002	(1.13614423354848e+002dB,2.90359198336347e+000°)
1.41416472507018e+002	(1.13594677219830e+002dB,2.90030072344345e+000°)
1.41579377995711e+002	(1.13574930488562e+002dB,2.89701292945087e+000°)
1.41742471144283e+002	(1.13555183168719e+002dB,2.89372859419406e+000°)
1.41905752168912e+002	(1.13535435262665e+002dB,2.89044772116950e+000°)
1.42069221286021e+002	(1.13515686767529e+002dB,2.88717030369861e+000°)
1.42232878712285e+002	(1.13495937682315e+002dB,2.88389633775062e+000°)
1.42396724664627e+002	(1.13476188015000e+002dB,2.88062582593985e+000°)
1.42560759360221e+002	(1.13456437763697e+002dB,2.87735875479966e+000°)
1.42724983016492e+002	(1.13436686928224e+002dB,2.87409513004990e+000°)
1.42889395851113e+002	(1.13416935512686e+002dB,2.87083494331937e+000°)
1.43053998082009e+002	(1.13397183520635e+002dB,2.86757819936650e+000°)
1.43218789927357e+002	(1.13377430942328e+002dB,2.86432488752452e+000°)
1.43383771605584e+002	(1.13357677787356e+002dB,2.86107500861073e+000°)
1.43548943335368e+002	(1.13337924058475e+002dB,2.85782855431672e+000°)
1.43714305335642e+002	(1.13318169754907e+002dB,2.85458552671229e+000°)
1.43879857825587e+002	(1.13298414880344e+002dB,2.85134592032505e+000°)
1.44045601024640e+002	(1.13278659428980e+002dB,2.84810973400267e+000°)
1.44211535152490e+002	(1.13258903403017e+002dB,2.84487696342884e+000°)
1.44377660429076e+002	(1.13239146811901e+002dB,2.84164760733273e+000°)
1.44543977074595e+002	(1.13219389650731e+002dB,2.83842165866395e+000°)
1.44710485309496e+002	(1.13199631919412e+002dB,2.83519911935745e+000°)
1.44877185354479e+002	(1.13179873622574e+002dB,2.83197998049755e+000°)
1.45044077430502e+002	(1.13160114757505e+002dB,2.82876424360173e+000°)
1.45211161758777e+002	(1.13140355335827e+002dB,2.82555190514734e+000°)
1.45378438560769e+002	(1.13120595348321e+002dB,2.82234295952931e+000°)
1.45545908058199e+002	(1.13100834794101e+002dB,2.81913740636273e+000°)
1.45713570473045e+002	(1.13081073682540e+002dB,2.81593524201149e+000°)
1.45881426027538e+002	(1.13061312017352e+002dB,2.81273646163606e+000°)
1.46049474944166e+002	(1.13041549787513e+002dB,2.80954106426554e+000°)
1.46217717445675e+002	(1.13021786998831e+002dB,2.80634904308006e+000°)
1.46386153755065e+002	(1.13002023665616e+002dB,2.80316040250463e+000°)
1.46554784095594e+002	(1.12982259768018e+002dB,2.79997513374166e+000°)
1.46723608690778e+002	(1.12962495319112e+002dB,2.79679323244974e+000°)
1.46892627764390e+002	(1.12942730317855e+002dB,2.79361469873414e+000°)
1.47061841540459e+002	(1.12922964769609e+002dB,2.79043953035396e+000°)
1.47231250243275e+002	(1.12903198666588e+002dB,2.78726772180948e+000°)
1.47400854097384e+002	(1.12883432015765e+002dB,2.78409927004146e+000°)
1.47570653327592e+002	(1.12863664821678e+002dB,2.78093417538434e+000°)
1.47740648158964e+002	(1.12843897078337e+002dB,2.77777243190607e+000°)
1.47910838816824e+002	(1.12824128796120e+002dB,2.77461403341116e+000°)
1.48081225526754e+002	(1.12804359962500e+002dB,2.77145898189117e+000°)
1.48251808514598e+002	(1.12784590586108e+002dB,2.76830727469120e+000°)
1.48422588006460e+002	(1.12764820672771e+002dB,2.76515890332681e+000°)
1.48593564228704e+002	(1.12745050216018e+002dB,2.76201386883407e+000°)
1.48764737407953e+002	(1.12725279222012e+002dB,2.75887217121072e+000°)
1.48936107771095e+002	(1.12705507688936e+002dB,2.75573380319347e+000°)
1.49107675545275e+002	(1.12685735619805e+002dB,2.75259875761505e+000°)
1.49279440957903e+002	(1.12665963017323e+002dB,2.74946703859519e+000°)
1.49451404236649e+002	(1.12646189875200e+002dB,2.74633864069616e+000°)
1.49623565609446e+002	(1.12626416205098e+002dB,2.74321355899122e+000°)
1.49795925304491e+002	(1.12606641999156e+002dB,2.74009179321050e+000°)
1.49968483550241e+002	(1.12586867264181e+002dB,2.73697334237292e+000°)
1.50141240575417e+002	(1.12567092002071e+002dB,2.73385819564000e+000°)
1.50314196609005e+002	(1.12547316203988e+002dB,2.73074635536350e+000°)
1.50487351880255e+002	(1.12527539882296e+002dB,2.72763781996894e+000°)
1.50660706618677e+002	(1.12507763034883e+002dB,2.72453258321467e+000°)
1.50834261054051e+002	(1.12487985664609e+002dB,2.72143064247192e+000°)
1.51008015416418e+002	(1.12468207770707e+002dB,2.71833199550137e+000°)
1.51181969936085e+002	(1.12448429349184e+002dB,2.71523663816576e+000°)
1.51356124843624e+002	(1.12428650407746e+002dB,2.71214456817569e+000°)
1.51530480369873e+002	(1.12408870946523e+002dB,2.70905578343241e+000°)
1.51705036745937e+002	(1.12389090958718e+002dB,2.70597027829843e+000°)
1.51879794203185e+002	(1.12369310461496e+002dB,2.70288805107660e+000°)
1.52054752973253e+002	(1.12349529441808e+002dB,2.69980910080481e+000°)
1.52229913288045e+002	(1.12329747907094e+002dB,2.69673342274570e+000°)
1.52405275379732e+002	(1.12309965854871e+002dB,2.69366101335488e+000°)
